Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"MKS POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.7;97;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;1;3;0;0;0;6;12;50;0;0;0;0;0;6;12;1;7;2;2;3;3;3;8;3;4;0;0;0;0;0;0;0;4;7;1;2
"MKS POLONIA WARSZAWA";2;"Victor CIEMPIEL";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";3;"Bartosz PAWLAK";LB;7.4;97;0;0;0;0;1;1;0;0;2;0;0;1;0;0;1;0;0;0;0%;0;0;1;1;0;0;2;9;0;0;0;10;20;50;0;2;2;2;6;6;11;0;3;7;10;3;6;5;14;2;2;3;3;1;2;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";4;"Norbert BIALOOKI";CB;6.3;55;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;1;1;0;0;1;3;33;0;0;0;1;3;0;0;0;1;1;2;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";5;"Daniel LESNIEWSKI";CB;7.5;97;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;2;4;0;0;6;10;4;0;0;15;24;63;0;2;3;5;7;8;14;2;7;8;11;5;6;8;14;7;10;0;0;1;2;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";6;"Pawel KAZALA";DM;6.4;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;2;0;0;1;2;2;100;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";7;"Filip KOLODZIEJSKI";RW;7.1;76;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;1;5;20;0;0;2;1;2;0;1;0;1;1;3;0;1;0;2;0;2;1;1;0;2;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";8;"Jan TYSZKO";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";9;"Marcel DZIEWA";CAM;6.2;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;2;0;0;1;0;1;0;0;4;6;67;0;1;1;3;5;0;0;1;2;1;1;2;3;1;3;2;2;1;1;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";10;"Olivier ZIEMBICKI";CF;6.6;84;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0%;2;2;0;0;2;2;0;4;0;0;0;6;7;86;0;1;1;4;5;1;1;1;2;1;1;4;4;3;4;1;1;2;2;0;0;0;0;0;0;0;0;0
