Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"MKS POLONIA WARSZAWA";5;"Adrian BAGINSKI";CB;7.3;94;0;0;0;0;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0%;2;2;2;3;2;2;0;4;3;0;2;36;43;84;0;0;0;11;12;25;31;3;9;21;22;12;12;19;26;10;10;7;7;0;0;0;0;0;1;1;0;0
"MKS POLONIA WARSZAWA";4;"Norbert BIALOOKI";CB;7;94;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;3;4;0%;1;3;1;1;4;8;4;11;2;1;0;38;52;73;1;0;1;12;17;26;34;4;12;18;22;16;18;15;25;18;22;5;5;0;1;0;0;0;5;5;0;0
"MKS POLONIA WARSZAWA";22;"Victor CIEMPIEL";RB;8.7;94;0;0;1;0;2;1;0;0;2;0;0;0;0;2;1;1;1;1;0%;4;8;4;4;7;12;4;17;1;0;4;34;42;81;1;3;5;16;19;15;18;3;4;14;19;17;19;12;19;13;14;9;9;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.5;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;2;0;0;0;25;29;86;0;0;0;0;0;25;29;4;8;8;8;13;13;3;7;22;22;0;0;0;0;0;3;2;0;1;3;3
"MKS POLONIA WARSZAWA";11;"Antoni KAPUSTA";LW;9.3;74;1;0;0;0;5;2;4;0;2;1;0;2;0;3;3;2;9;9;20%;0;5;0;1;10;18;3;4;2;4;2;21;33;64;5;17;27;4;6;0;0;6;7;5;9;10;17;4;9;12;19;5;5;4;12;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";7;"Filip KOLODZIEJSKI";RW;10;90;2;0;1;0;5;1;1;0;2;0;0;2;2;1;3;2;3;3;40%;3;4;1;3;6;9;3;8;4;2;2;11;18;61;2;6;9;5;6;0;3;2;5;6;8;3;5;2;6;5;8;4;4;1;1;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;7.2;94;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0%;4;6;0;0;6;9;4;5;2;0;0;22;26;85;0;2;3;13;14;7;9;1;1;4;7;17;18;13;17;6;6;3;3;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";19;"Jan TYSZKO";CM;8.1;94;0;0;0;0;3;3;0;0;4;1;0;0;1;2;1;2;4;4;0%;6;10;0;0;11;18;2;12;3;2;2;41;52;79;4;8;11;23;28;10;13;5;5;14;19;22;28;22;31;11;12;8;9;1;3;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";9;"Pawel TYSZKO";CF;7.4;94;0;0;0;2;3;1;0;0;3;0;0;2;0;1;3;0;2;6;0%;4;5;0;4;7;13;1;10;3;5;1;23;26;88;1;10;12;11;12;2;2;1;2;10;11;12;13;5;7;8;8;10;11;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";6;"Olivier ZIEMBICKI";CM;6.8;94;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;1;0%;4;7;0;1;5;9;3;10;2;1;1;30;37;81;1;4;5;13;15;13;17;2;5;16;17;12;15;9;15;10;11;11;11;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";10;"Kacper ZIOLKOWSKI";CAM;8;79;0;0;1;0;5;0;0;0;0;0;0;2;2;1;5;0;3;4;0%;1;5;0;0;4;11;1;6;3;1;1;14;24;58;3;5;12;8;11;1;1;2;2;7;13;5;9;6;11;2;7;6;6;0;1;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";13;"Franciszek BANAS";CF;6.5;16;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0%;2;2;0;2;3;3;0;2;1;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";15;"Filip GARCZYNSKI";LW;6.4;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0%;1;2;0;1;3;4;1;2;0;0;0;2;2;100;1;0;0;2;2;0;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";16;"Milan JAWOR";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";17;"Bartosz JAWORSKI";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";14;"Jakub SZIDEL";RW;6.1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
