Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";5;"Adrian BAGINSKI";CB;6.9;101;0;0;0;0;1;3;0;0;1;1;0;0;0;1;0;1;1;2;0%;3;3;1;1;4;6;1;9;1;0;0;28;34;82;0;0;0;12;15;16;19;2;3;17;20;9;11;16;22;11;11;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Norbert BIALOOKI";CB;7;101;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;2;3;0%;0;0;3;4;2;3;2;13;0;2;0;26;34;76;1;1;2;14;18;11;14;6;10;14;16;6;8;14;22;10;10;2;2;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;6.7;87;0;0;0;0;3;0;0;0;3;0;0;1;1;1;3;0;0;1;0%;1;1;2;6;1;2;0;3;2;0;2;8;9;89;0;3;4;5;5;0;0;0;0;1;1;7;8;1;1;3;4;4;4;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;5.9;101;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;5;0;0;0;23;33;70;0;0;0;1;1;22;32;5;15;11;11;7;7;10;19;13;14;0;0;0;0;2;1;3;8;13;3;5
"POLONIA WARSZAWA";6;"Pawel KAZALA";CM;7.4;101;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;4;4;0%;3;3;0;2;8;9;1;15;0;0;1;27;32;84;1;7;9;12;14;8;9;1;2;9;12;17;18;10;14;9;10;8;8;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";2;"Daniel LESNIEWSKI";RB;7;71;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0%;4;7;2;3;8;11;0;11;2;1;0;27;46;59;1;10;16;12;16;5;14;2;5;11;20;14;21;10;24;13;17;4;5;1;3;0;0;0;0;0;0;0
"POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;6.2;101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0%;0;0;0;1;1;3;3;11;1;2;0;26;42;62;2;11;14;11;20;4;8;2;4;8;13;16;25;11;24;8;10;7;8;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";19;"Jan TYSZKO";CM;7.3;101;0;0;0;0;2;3;0;0;4;0;0;0;0;2;2;0;1;1;0%;3;7;0;0;4;10;1;24;3;2;4;39;50;78;1;13;17;19;25;7;8;10;11;15;21;14;18;16;22;12;17;11;11;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";11;"Pawel TYSZKO";LW;9.3;101;1;0;0;0;5;5;2;0;2;0;0;1;0;4;3;2;7;9;20%;2;2;1;3;9;11;0;3;2;0;5;26;37;70;3;13;20;9;13;4;4;2;5;4;10;20;22;5;10;12;17;9;10;2;8;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Olivier ZIEMBICKI";CAM;7.4;101;0;0;1;0;1;3;0;0;2;0;0;0;1;0;0;1;1;2;0%;1;3;1;1;2;5;1;7;1;0;2;18;26;69;2;6;9;11;15;1;2;3;5;8;12;7;9;8;13;7;9;3;4;1;2;0;0;0;0;0;0;0
