Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;9.4;73;3;0;0;2;5;0;0;0;3;1;0;4;1;0;5;0;0;0;60%;0;1;2;3;0;3;0;6;0;0;3;9;16;56;0;2;6;6;8;1;2;1;1;1;4;7;11;3;8;4;5;2;3;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.6;93;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;1;1;0;0;0;7;0;0;0;24;30;80;0;0;0;0;0;24;30;3;9;5;5;16;16;3;9;21;21;0;0;0;0;1;3;1;2;4;2;2
"POLONIA WARSZAWA";5;"Milan JAWOR";CB;6.5;93;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0%;0;0;1;2;0;1;1;3;3;3;0;28;34;82;0;0;0;12;16;16;18;2;6;14;14;12;14;9;15;16;16;3;3;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";4;"Daniel LESNIEWSKI";CB;6.5;93;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0%;0;0;1;2;0;0;5;3;4;4;0;50;58;86;0;1;4;17;19;32;35;3;6;27;30;20;22;18;23;31;34;1;1;0;1;0;0;0;7;7;0;0
"POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;7;93;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;2;0%;1;1;1;2;3;4;2;11;5;5;1;30;39;77;0;10;15;10;13;10;11;2;3;9;17;19;19;13;18;3;7;14;14;1;4;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Jan TYSZKO";CM;9.2;90;1;0;1;0;4;2;0;0;0;0;0;3;0;1;3;1;0;0;25%;2;3;1;1;3;6;1;12;1;1;3;34;42;81;3;11;16;21;24;2;2;4;6;13;13;17;23;16;19;8;12;10;11;1;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";11;"Pawel TYSZKO";LW;6.1;85;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0%;0;0;0;0;1;1;0;4;0;5;2;14;16;88;1;10;12;1;1;3;3;0;0;1;1;13;15;4;5;8;8;2;3;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Olivier ZIEMBICKI";CM;6.9;93;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0%;2;2;0;0;4;5;1;11;6;3;0;28;38;74;1;5;9;14;18;9;11;4;8;6;7;18;23;8;14;11;15;9;9;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Oliwier ZIEBA";RW;7.1;81;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0%;1;1;1;1;3;5;0;5;0;1;1;8;12;67;1;4;6;2;4;2;2;0;1;3;4;4;6;3;5;3;3;1;3;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Kacper ZIOLKOWSKI";CAM;8.6;90;1;0;1;0;1;4;4;0;0;0;0;1;0;0;1;0;3;5;100%;1;1;0;1;5;9;0;12;0;4;1;16;32;50;2;9;22;5;8;2;2;3;9;5;7;8;16;8;12;7;16;1;4;3;10;0;0;0;0;0;0;0
"POLONIA WARSZAWA";2;"Michal STYCZEN";RB;7.1;67;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;1;2;2;0%;4;6;1;2;10;15;2;6;1;0;0;12;24;50;0;4;7;5;12;3;5;2;7;0;4;10;13;5;14;5;8;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";14;"Franciszek BANAS";RW;5.9;12;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";22;"Victor CIEMPIEL";RB;6;26;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;1;0;0;0;3;6;50;0;1;1;0;1;2;4;0;2;1;1;2;3;1;4;2;2;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";16;"Bartosz JAWORSKI";CF;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;1;3;0;0;0;2;6;33;0;0;2;1;3;1;1;0;0;0;2;2;4;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";17;"Pawel KAZALA";CM;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";21;"Kacper PUSTOLA";CF;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Jakub SZIDEL";LW;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
