Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;7.3;45;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0%;4;4;4;6;6;8;0;6;1;0;0;27;32;84;1;6;6;17;21;4;5;0;1;13;13;14;18;10;15;4;4;13;13;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Victor CIEMPIEL";CM;7.2;73;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;3;0%;3;5;2;5;6;10;2;8;1;1;1;31;41;76;3;4;7;19;25;8;9;8;11;12;15;11;15;10;18;13;15;8;8;1;3;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Maciej SKROK";CAM;7;71;0;0;0;0;4;0;0;0;1;0;0;2;1;1;2;2;0;1;0%;3;4;1;1;3;9;2;6;2;0;0;6;16;38;3;5;12;1;2;0;2;0;0;3;5;3;11;1;8;4;6;1;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";2;"Michal STYCZEN";RB;6.6;45;0;0;0;0;1;0;0;0;2;1;0;1;0;0;0;1;1;1;0%;2;2;0;0;3;5;1;6;0;0;0;29;35;83;0;6;10;13;15;10;10;1;2;17;19;11;14;8;13;7;8;14;14;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Filip GARCZYNSKI";RW;6.4;62;0;0;0;0;2;0;0;0;1;0;0;0;1;1;1;1;0;1;0%;1;3;2;4;2;7;2;8;3;2;1;6;15;40;0;2;4;2;6;2;5;1;3;1;5;3;6;1;5;2;5;2;4;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;6.9;95;0;0;0;0;2;0;0;0;0;0;0;0;2;0;1;1;1;2;0%;0;1;6;11;1;4;1;6;2;0;2;14;27;52;2;9;18;5;8;0;1;0;2;2;4;12;21;2;7;4;10;8;10;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Norbert BIALOOKI";CB;7.9;95;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;5;5;0%;1;2;2;4;7;8;4;12;4;1;1;60;73;82;0;1;2;31;40;28;31;15;23;27;29;18;21;19;31;39;40;2;2;1;1;0;0;0;4;5;0;0
"POLONIA WARSZAWA";1;"Beniamin WROBLEWSKI";GK;6.3;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;6;0;0;0;20;25;80;0;0;0;0;0;20;25;7;12;4;4;9;9;9;14;11;11;0;0;0;0;2;2;1;0;0;3;3
"POLONIA WARSZAWA";11;"Kacper ZIOLKOWSKI";LW;8.1;95;0;0;0;0;8;0;1;0;2;0;0;4;1;3;6;2;8;12;0%;0;2;0;2;8;16;0;9;0;4;1;29;41;71;4;19;27;8;11;2;3;1;2;9;10;19;29;8;12;12;18;9;11;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";5;"Adrian BAGINSKI";CB;7;95;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0%;1;1;4;6;4;5;1;12;2;1;1;50;64;78;0;0;0;18;25;32;39;6;13;22;27;22;24;14;24;31;35;5;5;0;1;0;0;0;4;4;0;0
"POLONIA WARSZAWA";19;"Jan TYSZKO";CM;6.9;95;0;0;0;0;3;2;0;0;1;0;0;1;0;2;2;1;0;0;0%;1;2;0;5;1;7;0;17;2;4;1;36;45;80;1;16;19;17;18;3;8;6;8;14;17;16;20;19;25;11;12;6;8;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";25;"Adam KOSTRZEWA";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";13;"Franciszek BANAS";LW;6.2;24;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0%;0;0;0;0;1;3;0;3;0;0;0;6;10;60;0;5;8;1;2;0;0;0;1;2;3;4;6;1;2;2;5;3;3;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";15;"Oliwier ZIEBA";RW;6.4;33;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0%;2;2;0;0;3;5;0;6;0;1;1;9;12;75;0;6;8;3;4;0;0;0;1;2;2;7;9;3;4;1;3;5;5;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";17;"Pawel KAZALA";CM;6.9;50;0;0;0;0;2;0;0;0;1;0;0;1;0;1;1;1;1;1;0%;1;2;1;3;4;8;0;12;1;0;0;25;35;71;1;8;12;14;20;3;3;0;1;14;16;11;18;14;23;8;9;3;3;1;3;0;0;0;0;0;0;0
"POLONIA WARSZAWA";22;"Bartosz PAWLAK";LB;6.3;50;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0%;1;2;1;2;2;4;2;5;0;1;0;22;26;85;2;11;14;6;6;5;6;0;2;5;5;17;19;5;7;3;5;14;14;0;1;0;0;0;0;0;0;0
