Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";2;"Michal STYCZEN";RB;7.1;93;0;0;0;0;1;2;0;0;2;0;0;1;0;0;1;0;1;1;0%;0;1;0;1;1;2;3;9;2;0;2;29;39;74;1;7;10;14;18;8;11;5;8;13;16;11;15;11;20;5;6;13;13;2;4;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Pawel KAZALA";DM;7;93;0;0;0;0;1;1;0;0;2;0;0;0;1;0;0;1;0;0;0%;2;3;1;2;2;3;10;7;1;0;2;30;34;88;0;1;2;23;26;6;6;2;3;14;15;14;16;6;10;13;13;11;11;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";4;"Milan JAWOR";CB;6.9;93;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0%;1;1;1;2;2;2;8;6;0;0;0;59;71;83;0;1;3;29;32;29;36;7;16;40;42;12;13;32;43;26;27;1;1;0;0;0;0;0;1;3;0;0
"POLONIA WARSZAWA";5;"Daniel LESNIEWSKI";CB;6.6;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;1;2;3;0;1;8;1;0;0;1;29;36;81;0;0;0;17;20;12;16;2;9;18;18;9;9;6;13;20;20;3;3;0;0;0;0;0;2;2;0;0
"POLONIA WARSZAWA";19;"Jan TYSZKO";RW;8.7;93;1;0;0;1;4;5;3;0;0;0;0;2;0;2;0;4;1;2;25%;3;5;1;1;4;7;5;6;0;0;3;37;49;76;2;10;12;20;24;7;13;4;9;13;15;20;25;10;17;15;20;12;12;2;4;0;0;0;0;0;0;0
"POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;6.6;93;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;8;10;0;0;0;47;57;82;0;8;11;28;33;11;13;1;7;22;23;24;27;18;27;11;12;18;18;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;6.4;93;0;0;0;0;3;0;0;0;1;0;0;0;1;2;3;0;0;1;0%;0;0;2;4;0;1;2;6;0;0;2;14;18;78;1;8;12;5;5;1;1;0;0;6;6;8;12;5;6;3;4;6;8;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Bartosz JAWORSKI";CM;6.2;45;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;1;4;0;0;3;1;0;0;0;6;6;100;0;2;2;2;2;2;2;2;2;2;2;2;2;4;4;1;1;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Filip KEPSKI";GK;6.7;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;3;0;0;0;17;19;89;0;0;0;1;1;16;18;5;7;6;6;6;6;9;11;8;8;0;0;0;0;1;0;0;1;1;2;2
"POLONIA WARSZAWA";11;"Kacper ZIOLKOWSKI";LW;8.9;80;2;0;0;0;3;6;2;0;0;0;0;2;0;1;1;2;2;3;67%;0;0;2;2;2;3;4;2;0;0;2;16;25;64;2;11;20;3;3;2;2;0;4;5;7;11;14;4;7;3;8;9;10;0;3;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Filip GARCZYNSKI";RW;7.7;75;1;0;0;0;2;0;1;0;2;0;0;1;1;0;1;1;0;0;50%;1;1;2;3;1;1;5;4;0;0;1;8;16;50;0;4;5;3;5;1;6;1;6;2;4;5;6;2;10;1;1;5;5;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";16;"Oliwier ZIEBA";GK;6.2;18;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0%;1;1;0;0;1;1;0;0;0;0;0;2;4;50;0;1;1;1;3;0;0;0;0;0;0;2;4;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";13;"Franciszek BANAS";CF;6;13;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0%;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";25;"Adam KOSTRZEWA";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";15;"Maciej SKROK";CAM;8.4;48;0;0;2;0;2;0;0;0;1;0;0;1;1;0;1;1;0;0;0%;3;6;1;1;3;6;5;5;0;0;1;13;18;72;1;9;11;4;6;0;1;1;2;4;4;8;12;6;10;4;5;3;3;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Norbert BIALOOKI";CB;6.5;48;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;2;3;0%;0;1;0;0;2;4;1;4;0;0;0;16;21;76;0;0;0;7;8;9;13;2;6;7;8;7;7;6;11;9;9;1;1;0;0;0;0;0;2;4;0;0
