Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";16;"Oliwier ZIEBA";LW;6.7;76;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;2;0%;0;0;1;1;1;3;0;1;1;1;0;6;9;67;0;6;8;0;1;0;0;0;0;0;1;6;8;1;2;1;3;4;4;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";21;"Maksymilian USAREK";CF;8.2;70;1;0;0;1;2;0;0;0;0;0;0;2;0;0;2;0;3;3;50%;0;1;0;1;3;4;0;2;0;0;0;4;4;100;0;4;4;0;0;0;0;0;0;0;0;4;4;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";2;"Filip GARCZYNSKI";RB;6.8;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0%;2;2;0;3;3;4;2;2;0;2;1;13;15;87;1;8;9;2;3;3;3;2;2;5;5;6;8;7;7;5;7;1;1;2;3;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Bartosz JAWORSKI";CM;8.2;95;0;0;1;0;2;0;0;0;0;0;0;0;1;1;0;2;1;1;0%;1;1;0;2;2;4;3;11;0;0;2;14;23;61;3;2;5;9;11;3;7;1;3;5;9;8;11;8;16;4;5;2;2;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";19;"Jan TYSZKO";CAM;6.9;80;0;0;0;0;2;3;4;0;0;0;0;0;1;1;2;0;1;3;0%;0;0;0;1;1;3;0;5;1;0;1;17;24;71;3;9;15;7;8;1;1;3;6;3;5;11;13;6;7;7;12;4;5;2;6;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Norbert BIALOOKI";RB;7;88;0;0;0;0;1;3;0;0;0;1;0;1;0;0;0;1;1;1;0%;0;2;2;2;1;4;0;10;1;0;2;16;20;80;0;4;4;8;12;4;4;4;6;6;7;6;7;10;14;4;4;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";3;"Piotr JEMIOLA";LB;6.4;95;0;0;0;0;2;0;0;0;4;0;0;0;1;1;0;2;0;1;0%;0;2;0;1;0;3;3;3;1;1;1;15;20;75;1;7;9;6;8;2;3;0;1;1;4;14;15;6;10;6;7;3;3;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";4;"Milan JAWOR";LB;8;95;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0%;0;0;5;5;0;0;2;5;1;0;0;11;17;65;0;0;2;6;8;5;7;0;1;6;8;5;8;5;9;6;7;0;1;0;0;0;0;0;2;3;0;0
"POLONIA WARSZAWA";7;"Franciszek BANAS";RW;7.1;95;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0;3;5;0%;1;2;0;0;4;7;0;3;1;0;0;8;10;80;0;6;8;2;2;0;0;0;0;2;2;6;8;2;3;1;2;5;5;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Victor CIEMPIEL";DM;7.1;95;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0%;5;8;0;0;6;10;0;10;2;1;0;11;18;61;1;5;8;6;9;0;1;1;1;4;6;6;11;5;12;2;2;4;4;0;0;0;0;0;0;0;0;0
