Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"MKS POLONIA WARSZAWA";4;"Norbert BIALOOKI";CB;8.2;96;0;0;0;0;3;1;0;0;0;0;0;1;0;2;2;1;1;1;0%;0;0;2;3;1;1;5;5;0;0;0;30;38;79;1;3;3;16;18;11;17;2;4;15;19;13;15;18;24;11;13;1;1;0;0;0;0;0;1;1;0;0
"MKS POLONIA WARSZAWA";21;"Victor CIEMPIEL";RB;7;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;1;1;0;0;2;5;0;1;0;15;15;100;0;2;2;11;11;2;2;0;0;6;6;9;9;7;7;4;4;4;4;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;7.6;96;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;2;0%;0;1;1;2;1;3;0;2;0;1;0;7;9;78;2;5;7;1;1;1;1;0;0;0;0;7;9;1;1;4;6;2;2;0;1;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;5.7;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;2;0;0;0;10;12;83;0;0;0;0;0;10;12;3;5;2;2;5;5;5;7;4;4;1;1;0;0;0;1;0;2;3;0;0
"MKS POLONIA WARSZAWA";6;"Pawel KAZALA";CM;6.7;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0%;2;3;0;0;2;4;4;3;1;3;0;18;19;95;0;7;7;10;11;1;1;1;2;4;4;13;13;5;6;9;9;4;4;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";7;"Filip KOLODZIEJSKI";RW;7.9;59;1;0;0;0;3;0;5;0;1;0;0;2;1;0;2;1;2;5;33%;1;3;0;1;3;9;2;4;0;0;0;14;22;64;3;7;14;7;8;0;0;2;4;3;4;9;14;2;4;7;12;5;6;2;6;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";5;"Daniel LESNIEWSKI";CB;7.5;81;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0%;0;0;1;1;0;0;4;2;1;0;1;20;24;83;0;2;3;9;10;9;11;2;2;5;7;13;15;4;7;10;11;6;6;0;1;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";3;"Bartosz PAWLAK";LB;6.4;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0%;1;1;0;0;3;5;1;2;0;0;1;13;15;87;0;6;8;5;5;2;2;0;0;7;8;6;7;5;6;2;3;6;6;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";8;"Jan TYSZKO";CM;7.6;96;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0%;2;2;0;0;2;3;5;7;0;0;0;24;31;77;0;10;12;13;15;1;4;1;2;14;18;9;11;6;9;13;16;5;6;0;1;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";10;"Olivier ZIEMBICKI";CAM;8.1;68;0;0;0;0;4;0;0;0;1;0;0;1;0;3;3;1;2;2;0%;1;2;0;1;3;4;0;4;0;0;0;9;13;69;1;5;7;3;4;1;2;3;5;0;1;6;7;4;7;4;4;1;2;0;0;0;0;0;0;0;0;0
