Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";5;"Adrian BAGINSKI";CB;7.5;96;0;0;0;0;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0%;1;2;0;1;1;2;10;5;1;0;1;11;20;55;0;1;2;7;9;2;8;3;7;3;3;4;9;4;12;6;6;0;1;0;0;0;0;0;1;1;0;0
"POLONIA WARSZAWA";7;"Franciszek BANAS";RW;6.4;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";4;"Norbert BIALOOKI";CB;8.3;96;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;5;0%;0;1;0;0;3;6;7;6;0;0;3;14;19;74;0;1;3;6;7;7;9;3;6;2;3;9;10;9;13;5;5;0;1;0;0;0;0;0;1;1;0;0
"POLONIA WARSZAWA";22;"Victor CIEMPIEL";RB;8;96;0;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;1;1;0%;2;3;0;1;3;4;5;9;1;0;2;14;17;82;0;3;4;6;7;5;6;2;4;4;5;8;8;4;7;8;8;2;2;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CAM;6.5;96;0;0;0;0;1;0;0;0;2;1;0;0;0;1;1;0;0;0;0%;0;0;1;2;0;0;0;0;1;0;0;5;8;63;0;3;5;2;3;0;0;0;1;1;3;4;4;2;2;1;2;2;4;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Bartosz JAWORSKI";CF;6.4;75;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0%;0;0;0;1;0;0;0;4;0;0;1;4;7;57;1;3;4;1;1;0;1;0;1;1;2;3;3;2;4;1;1;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";3;"Daniel LESNIEWSKI";LB;7;96;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0%;0;0;0;1;0;0;3;7;0;0;0;9;18;50;0;3;9;5;5;1;3;1;4;4;5;4;8;4;7;5;9;0;1;1;4;0;0;0;0;0;0;0
"POLONIA WARSZAWA";19;"Jan TYSZKO";CM;6.9;96;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;1;1;1;0%;0;1;1;1;1;2;1;8;0;0;2;11;17;65;2;4;7;6;7;1;2;0;1;7;7;4;8;3;6;4;5;4;5;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Olivier ZIEMBICKI";CM;6.5;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;2;1;0;0;0;1;2;50;0;0;0;1;2;0;0;1;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";11;"Kacper ZIOLKOWSKI";LW;7.9;96;0;0;0;0;4;3;2;0;0;0;0;2;1;1;1;3;0;2;0%;1;1;0;0;1;3;1;7;2;0;2;10;13;77;4;8;10;1;2;1;1;3;4;1;3;6;6;4;5;5;7;1;1;2;3;0;0;0;0;0;0;0
