Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";4;"Norbert BIALOOKI";CB;7.3;97;0;0;0;0;1;4;0;0;0;1;0;0;0;1;1;0;0;1;0%;0;0;2;4;0;2;4;4;0;0;0;13;20;65;0;0;0;3;6;10;14;2;8;7;7;4;5;5;11;8;9;0;0;0;0;0;0;0;0;1;0;0
"POLONIA WARSZAWA";2;"Daniel LESNIEWSKI";RB;6.6;81;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0%;1;1;0;2;2;4;2;1;1;0;0;4;9;44;0;4;6;0;2;0;1;0;1;1;4;3;4;0;3;2;4;2;2;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Olivier ZIEMBICKI";CM;6.3;66;0;0;0;0;1;0;0;0;2;1;0;0;0;1;1;0;0;0;0%;2;2;0;0;4;4;0;1;0;0;0;3;3;100;0;3;3;0;0;0;0;0;0;0;0;3;3;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;6.8;97;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0%;2;2;0;0;3;3;1;3;0;0;0;6;8;75;0;0;1;2;2;4;5;0;0;3;5;3;3;5;6;0;1;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Victor CIEMPIEL";DM;6.6;97;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0%;0;0;0;0;1;4;1;6;0;0;0;10;13;77;0;1;2;6;8;3;3;0;0;7;8;3;5;6;9;0;0;4;4;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.4;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;3;0;0;0;6;8;75;0;0;0;0;0;6;8;0;2;6;6;0;0;0;2;6;6;0;0;0;0;1;1;1;0;0;0;0
"POLONIA WARSZAWA";11;"Kacper ZIOLKOWSKI";LW;9.6;94;1;0;0;1;2;1;2;0;1;0;0;1;0;1;2;0;3;4;50%;2;2;0;0;7;9;2;1;1;2;0;7;11;64;1;3;7;4;4;0;0;1;3;2;4;4;4;1;2;2;5;4;4;1;4;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Filip GARCZYNSKI";RW;6.1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";9;"Pawel TYSZKO";CF;7;97;0;0;0;0;1;0;3;0;0;0;0;0;0;1;0;1;3;4;0%;0;0;1;2;3;4;3;5;0;0;2;11;19;58;1;6;12;1;2;4;5;2;5;2;2;7;12;6;10;1;5;4;4;1;5;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Jan TYSZKO";CM;7.2;97;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;4;0%;2;3;0;0;5;9;1;8;0;1;2;9;12;75;2;4;4;5;6;0;2;0;1;5;6;4;5;5;7;1;1;3;4;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";5;"Adrian BAGINSKI";CB;7;97;0;0;0;0;2;2;0;0;1;0;0;0;0;2;1;1;0;1;0%;1;2;3;4;3;5;2;2;4;1;1;6;10;60;0;0;0;1;1;5;9;0;4;4;4;2;2;1;5;5;5;0;0;0;0;0;0;0;1;1;0;0
"POLONIA WARSZAWA";15;"Milan JAWOR";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";25;"Adam KOSTRZEWA";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";16;"Pawel KAZALA";CM;6.3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0%;1;1;0;0;2;4;0;2;0;0;0;2;2;100;0;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";18;"Bartosz JAWORSKI";CF;6.1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;1;1;100;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
