Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";3;"Bartosz PAWLAK";LB;6.4;77;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0%;1;3;0;0;2;4;1;9;2;1;0;16;24;67;1;3;8;5;7;8;9;1;1;5;10;10;13;8;13;5;8;3;3;1;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";16;"Oliwier ZIEBA";RW;6.3;69;0;0;0;1;1;0;0;0;3;0;0;0;0;1;0;1;0;0;0%;2;4;0;5;3;5;0;6;1;1;0;9;16;56;0;4;8;2;5;3;3;0;0;4;6;5;10;2;6;4;7;3;3;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";2;"Filip GARCZYNSKI";RB;6.5;93;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;2;3;0%;2;3;1;1;5;7;4;14;0;1;0;32;62;52;0;8;12;15;32;9;18;1;10;11;24;20;27;26;52;0;2;6;7;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Bartosz JAWORSKI";CM;7.1;93;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;2;0%;1;2;2;6;2;5;0;17;4;0;1;17;26;65;0;2;5;9;15;6;6;2;3;6;10;9;13;10;16;3;4;4;6;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Marcel DZIEWA";CF;7.2;93;1;0;0;0;3;0;0;0;1;0;0;2;1;0;3;0;0;0;33%;0;0;0;1;0;0;0;4;0;0;1;6;12;50;1;3;5;3;6;0;1;0;1;2;4;4;7;0;4;2;3;4;5;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Maksymilian USAREK";LW;8.2;93;1;0;0;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0;50%;5;6;1;2;6;7;2;14;1;0;2;10;13;77;0;3;4;6;7;1;2;1;1;3;5;6;7;4;4;4;6;2;3;1;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";19;"Jan TYSZKO";CM;8.9;93;0;0;2;0;0;9;4;0;2;0;0;0;0;0;0;0;2;3;0%;3;5;1;4;6;10;1;17;0;1;6;34;50;68;5;13;19;18;25;3;6;10;15;11;16;13;19;10;22;15;18;9;10;3;8;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Norbert BIALOOKI";CB;6.9;93;0;0;0;0;1;6;0;0;2;0;0;0;0;1;0;1;0;0;0%;2;4;3;6;2;5;5;12;2;2;3;28;39;72;0;0;2;9;12;19;25;1;4;14;18;13;17;10;19;13;14;5;6;0;1;0;0;0;3;3;0;0
"POLONIA WARSZAWA";4;"Milan JAWOR";CB;6.3;47;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0%;0;0;1;1;0;0;2;7;0;0;0;15;21;71;0;0;1;7;10;8;10;1;4;11;12;3;5;5;8;10;13;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.8;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;2;0;0;1;19;23;83;0;0;0;0;0;19;23;0;4;7;7;12;12;0;4;18;18;1;1;0;0;1;2;2;0;0;3;3
