Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";24;"Victor CIEMPIEL";DM;7.8;96;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0%;0;1;1;2;0;3;1;2;1;0;0;10;10;100;0;1;1;6;6;3;3;3;3;3;3;4;4;2;2;6;6;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Maciej SZESZEL";RM;6.6;25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0%;2;2;0;0;5;7;0;2;0;0;0;3;5;60;0;2;3;1;1;0;1;0;0;0;1;3;4;0;1;2;2;1;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";11;"Oliwier ZIEBA";LM;7.9;84;0;0;0;0;1;0;3;0;0;0;0;1;0;0;1;0;1;2;0%;1;2;0;2;2;4;0;2;1;0;1;8;13;62;0;6;9;2;4;0;0;2;4;1;3;5;6;3;5;4;7;1;1;1;3;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Jan TYSZKO";CAM;8.9;96;0;0;0;0;1;1;0;0;2;0;0;0;1;0;1;0;1;4;0%;0;0;0;1;1;4;1;3;0;1;1;9;11;82;1;2;3;5;6;2;2;1;1;3;4;5;6;4;5;4;5;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;8.2;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0%;0;0;1;2;1;1;0;3;0;1;0;7;12;58;1;2;6;4;5;1;1;0;0;1;3;6;9;2;4;1;3;4;5;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";5;"Adrian BAGINSKI";CB;6.9;96;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0%;1;1;1;1;1;1;0;4;2;0;0;13;13;100;0;0;0;2;2;11;11;3;3;7;7;3;3;6;6;7;7;0;0;0;0;0;0;0;1;1;0;0
"POLONIA WARSZAWA";4;"Norbert BIALOOKI";CB;7.7;96;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;1;1;0%;3;4;0;0;5;8;1;2;1;0;1;15;21;71;0;0;1;4;8;11;12;0;1;10;13;5;7;4;8;9;11;2;2;0;1;0;0;0;1;2;0;0
"POLONIA WARSZAWA";2;"Filip GARCZYNSKI";RB;7.8;96;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0%;1;1;1;1;3;8;0;3;0;0;1;11;15;73;0;1;2;4;5;6;8;1;1;5;6;5;8;7;11;2;2;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Bartosz JAWORSKI";CF;6.9;48;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;2;0%;2;2;2;2;3;4;2;1;0;0;1;5;9;56;1;1;4;3;4;1;1;1;1;1;2;3;6;0;2;4;6;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";3;"Daniel LESNIEWSKI";LB;7.3;96;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0%;2;2;1;1;4;5;3;3;0;1;0;13;22;59;0;5;7;8;12;0;3;0;0;4;10;9;12;10;18;1;2;2;2;0;0;0;0;0;0;0;0;0
