Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";4;"Norbert BIALOOKI";CB;7.3;97;0;0;0;0;1;9;0;0;0;1;0;0;0;1;1;0;5;6;0%;1;1;2;4;7;10;6;12;0;0;2;33;50;66;0;0;1;7;11;26;38;4;19;18;19;11;12;11;26;20;22;2;2;0;1;0;0;0;2;3;0;0
"POLONIA WARSZAWA";2;"Daniel LESNIEWSKI";RB;6.6;81;0;0;0;0;2;0;0;0;2;0;0;0;2;0;2;0;1;2;0%;1;1;0;3;3;5;3;4;2;0;0;18;33;55;0;7;11;5;11;6;11;4;8;5;15;9;10;11;22;4;8;3;3;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Olivier ZIEMBICKI";CM;6.3;66;0;0;0;0;1;0;0;0;2;1;0;0;0;1;1;0;0;0;0%;3;3;0;0;5;5;0;2;0;0;0;6;10;60;0;3;5;2;4;1;1;0;1;2;4;4;5;2;3;4;6;0;1;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;6.8;97;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;2;0%;2;2;1;1;3;5;4;10;0;0;1;14;22;64;0;2;3;6;9;6;10;1;2;9;15;4;5;9;15;3;5;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Victor CIEMPIEL";DM;6.6;97;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0%;1;1;0;0;3;6;3;10;0;0;1;16;23;70;0;2;3;10;15;4;5;0;0;9;12;7;11;9;16;2;2;5;5;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.4;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;7;0;0;0;23;30;77;0;0;0;0;0;23;30;0;6;12;13;11;11;0;7;23;23;0;0;0;0;1;6;2;1;2;1;1
"POLONIA WARSZAWA";11;"Kacper ZIOLKOWSKI";LW;9.6;94;2;0;0;1;3;1;3;0;2;0;0;2;0;1;3;0;4;7;67%;4;4;0;1;12;18;3;5;3;4;0;13;22;59;1;6;14;6;7;1;1;1;4;3;7;9;11;4;6;4;10;5;6;1;7;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Filip GARCZYNSKI";RW;6.1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;1;1;0;0;0;0;1;1;0;3;6;50;0;0;1;3;3;0;2;0;1;1;1;2;4;0;3;1;1;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";9;"Pawel TYSZKO";CF;7;97;0;0;0;0;2;1;3;0;0;0;0;0;0;2;0;2;4;8;0%;0;0;1;3;4;8;3;6;0;0;2;17;28;61;1;9;17;3;5;5;6;2;5;5;5;10;18;7;12;3;8;7;8;1;6;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Jan TYSZKO";CM;7.2;97;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;5;0%;4;5;0;0;9;15;1;14;1;2;4;17;23;74;2;4;4;11;14;2;5;3;5;9;11;5;7;9;14;2;2;6;7;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";5;"Adrian BAGINSKI";CB;7;97;0;0;0;0;2;2;0;0;2;0;0;0;0;2;1;1;0;1;0%;1;2;3;5;3;5;2;4;5;1;1;18;26;69;0;0;0;2;4;16;22;2;8;8;10;8;8;5;12;12;13;1;1;0;0;0;0;0;4;4;0;0
"POLONIA WARSZAWA";15;"Milan JAWOR";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";25;"Adam KOSTRZEWA";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";16;"Pawel KAZALA";CM;6.3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0%;1;1;0;0;2;4;0;2;0;0;0;2;2;100;0;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";18;"Bartosz JAWORSKI";CF;6.1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;1;1;100;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";17;"Oliwier ZIEBA";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";13;"Franciszek BANAS";RW;6.4;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0%;0;1;1;1;0;3;0;3;1;0;2;5;8;63;0;3;6;1;1;1;1;1;1;0;0;4;7;3;4;0;2;2;2;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";14;"Marcel DZIEWA";CF;6.3;56;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0%;2;2;0;0;4;5;0;2;1;0;0;5;11;45;2;2;4;3;7;0;0;1;1;1;1;3;9;3;5;1;4;1;2;0;1;0;0;0;0;0;0;0
