Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";2;"Filip GARCZYNSKI";RB;7.3;92;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0%;1;2;4;6;2;3;3;5;1;0;0;11;16;69;0;2;3;5;7;4;6;2;3;5;8;4;5;4;8;4;5;3;3;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Franciszek BANAS";RW;6.8;78;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;2;0%;1;3;0;0;2;6;0;4;0;0;0;6;11;55;0;3;7;2;3;1;1;0;0;6;8;0;3;2;2;2;5;2;4;1;4;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Victor CIEMPIEL";CM;7.3;64;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0%;3;3;4;5;4;4;0;13;0;0;1;17;26;65;1;5;6;6;13;6;7;8;10;5;9;4;7;7;14;5;7;5;5;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";11;"Oliwier ZIEBA";LW;6.2;75;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0%;0;0;0;4;0;0;1;1;0;1;0;6;7;86;0;3;3;3;4;0;0;0;0;5;6;1;1;2;3;2;2;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";23;"Maksymilian USAREK";CAM;6.6;64;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;2;0%;1;3;2;2;2;5;0;5;0;0;0;3;9;33;1;2;6;0;2;1;1;0;1;1;2;2;6;1;4;1;4;1;1;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;5.9;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;5;0;0;0;19;22;86;0;0;0;0;0;19;22;3;5;8;9;8;8;7;10;12;12;0;0;0;0;2;1;2;0;0;1;1
"POLONIA WARSZAWA";19;"Jan TYSZKO";CM;7.8;64;0;0;0;0;1;1;3;0;2;1;0;0;0;1;1;0;0;0;0%;6;8;1;3;7;10;3;5;1;0;1;15;22;68;1;4;9;9;11;2;2;3;5;8;11;4;6;6;9;5;9;4;4;3;5;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Norbert BIALOOKI";DM;7.7;92;0;0;0;0;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0%;4;5;1;1;6;8;2;6;1;0;0;27;32;84;0;1;1;8;10;18;21;3;6;13;14;11;12;6;11;18;18;3;3;0;0;0;0;0;2;2;0;0
"POLONIA WARSZAWA";24;"Daniel LESNIEWSKI";CB;6.8;92;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0%;2;2;1;3;2;3;2;1;0;1;0;15;21;71;1;1;5;4;5;10;11;1;4;7;10;7;7;5;8;7;10;3;3;1;4;0;0;0;2;2;0;0
"POLONIA WARSZAWA";10;"Marcel DZIEWA";CF;6.5;92;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0%;0;0;2;8;0;0;1;2;0;0;0;4;8;50;1;3;4;1;4;0;0;0;1;1;2;3;5;0;3;2;3;2;2;0;0;0;0;0;0;0;0;0
