Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;7.4;97;1;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;100%;1;1;2;6;2;3;5;3;0;1;0;8;9;89;2;2;2;6;7;0;0;0;0;4;4;4;5;3;3;3;4;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;4.8;97;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;4;0;0;0;27;35;77;0;0;0;1;1;26;34;5;12;9;10;13;13;6;14;21;21;0;0;0;0;5;5;6;1;2;3;3
"POLONIA WARSZAWA";5;"Milan JAWOR";CB;6.6;97;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;1;0%;0;1;2;2;1;2;5;2;0;0;0;21;40;53;0;0;0;5;13;16;27;4;20;8;9;9;11;9;27;12;12;0;1;0;0;0;0;0;1;1;0;0
"POLONIA WARSZAWA";4;"Daniel LESNIEWSKI";CB;7.2;97;0;0;0;0;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0%;1;1;2;5;1;4;6;4;6;0;1;38;44;86;0;2;3;7;8;29;33;5;7;18;20;15;17;5;11;29;29;4;4;2;2;0;0;0;7;7;0;0
"POLONIA WARSZAWA";3;"Bartosz PAWLAK";LB;7;97;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0%;2;3;6;10;4;8;11;11;1;0;0;25;46;54;2;6;11;11;18;8;17;1;2;8;16;16;28;13;26;7;13;5;7;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";2;"Michal STYCZEN";RB;7.3;83;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;3;3;0%;4;6;1;3;7;12;6;7;1;1;1;9;19;47;0;1;5;2;5;6;9;0;4;5;9;4;6;4;10;3;7;2;2;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Jan TYSZKO";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";19;"Pawel TYSZKO";DM;8;73;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;3;3;0%;6;7;4;6;9;11;6;14;3;1;5;22;35;63;1;5;14;15;19;2;2;1;3;8;10;13;22;8;15;6;11;8;9;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Olivier ZIEMBICKI";DM;6.8;97;0;0;0;0;0;2;0;0;3;1;0;0;0;0;0;0;0;0;0%;5;13;1;1;6;18;5;11;0;1;0;20;29;69;1;5;7;13;18;2;4;1;6;9;9;10;14;2;9;14;16;4;4;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Oliwier ZIEBA";RW;6.4;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;2;3;0;2;2;7;1;7;2;2;0;9;13;69;0;2;4;5;5;2;4;1;2;4;5;4;6;4;6;0;2;5;5;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Kacper ZIOLKOWSKI";CAM;10;97;2;0;0;0;7;2;0;0;2;0;0;3;2;2;1;6;9;9;29%;4;7;2;5;14;18;1;9;0;0;7;14;27;52;1;7;18;7;9;0;0;2;5;5;12;7;10;9;14;3;10;2;3;0;7;0;0;0;0;0;0;0
"POLONIA WARSZAWA";13;"Adrian BAGINSKI";LW;6.2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;1;1;0;0;1;1;1;2;0;0;0;4;6;67;0;0;0;1;2;3;4;0;1;4;5;0;0;3;4;0;1;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";22;"Victor CIEMPIEL";CM;6.5;24;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0%;1;1;1;2;1;3;3;2;0;1;1;4;5;80;0;1;1;1;2;2;2;1;1;0;1;3;3;2;2;1;2;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";21;"Filip GARCZYNSKI";LW;6.3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;1;3;0;1;1;5;0;6;1;0;1;3;5;60;0;2;2;1;2;0;1;0;2;2;2;1;1;0;1;2;3;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";17;"Bartosz JAWORSKI";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";18;"Pawel KAZALA";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Filip KOLODZIEJSKI";RW;6.5;50;0;0;0;1;2;1;1;0;2;1;0;1;0;1;2;0;1;1;0%;2;3;0;1;3;6;0;1;0;1;0;7;10;70;0;2;4;4;4;1;2;1;3;2;2;4;5;4;6;0;1;3;3;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";11;unknown_11;LW;8.3;47;1;0;0;1;3;0;0;0;2;0;0;2;1;0;2;1;4;4;33%;3;5;0;2;9;12;0;5;0;1;3;5;10;50;0;5;8;0;1;0;1;0;0;0;1;5;9;0;5;2;2;3;3;0;0;0;0;0;0;0;0;0
