Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;9.4;73;1;0;0;0;3;0;0;0;0;0;0;2;1;0;3;0;0;0;33%;0;0;0;0;0;2;0;1;0;0;0;2;4;50;0;0;1;2;3;0;0;0;0;1;1;1;3;0;1;0;0;2;3;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.6;93;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;1;1;0;0;0;4;0;0;0;12;14;86;0;0;0;0;0;12;14;2;4;3;3;7;7;2;4;10;10;0;0;0;0;1;3;1;1;1;1;1
"POLONIA WARSZAWA";5;"Milan JAWOR";CB;6.5;93;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0%;0;0;1;1;0;1;0;2;2;1;0;7;10;70;0;0;0;2;4;5;6;0;1;4;4;3;5;3;6;3;3;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";4;"Daniel LESNIEWSKI";CB;6.5;93;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;1;1;2;1;0;12;15;80;0;0;1;2;3;10;11;0;1;6;6;6;8;4;6;8;9;0;0;0;0;0;0;0;4;4;0;0
"POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;7;93;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0%;0;0;1;1;1;1;1;3;4;1;0;8;13;62;0;0;1;6;9;2;3;0;0;4;9;4;4;5;10;0;0;3;3;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Jan TYSZKO";CM;9.2;90;0;0;1;0;3;0;0;0;0;0;0;2;0;1;2;1;0;0;0%;1;1;1;1;2;3;0;4;1;1;1;11;16;69;3;4;7;7;9;0;0;3;3;4;4;4;9;5;6;4;7;2;3;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";11;"Pawel TYSZKO";LW;6.1;85;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;3;1;4;4;100;1;3;3;1;1;0;0;0;0;0;0;4;4;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Olivier ZIEMBICKI";CM;6.9;93;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0%;2;2;0;0;4;4;1;7;5;2;0;11;16;69;1;0;2;5;7;6;7;2;4;2;2;7;10;4;7;4;6;3;3;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Oliwier ZIEBA";RW;7.1;81;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0%;1;1;0;0;2;4;0;1;0;0;0;4;4;100;0;3;3;1;1;0;0;0;0;2;2;2;2;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Kacper ZIOLKOWSKI";CAM;8.6;90;1;0;1;0;1;1;3;0;0;0;0;1;0;0;1;0;1;2;100%;1;1;0;0;3;6;0;8;0;3;0;9;16;56;2;5;11;3;4;1;1;3;7;2;3;4;6;3;6;5;8;1;2;3;8;0;0;0;0;0;0;0
"POLONIA WARSZAWA";2;"Michal STYCZEN";RB;7.1;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0%;1;1;0;0;3;5;0;1;1;0;0;2;6;33;0;1;2;0;2;1;2;0;3;0;0;2;3;0;3;1;2;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";14;"Franciszek BANAS";RW;5.9;12;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";22;"Victor CIEMPIEL";RB;6;26;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;1;0;0;0;3;6;50;0;1;1;0;1;2;4;0;2;1;1;2;3;1;4;2;2;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";16;"Bartosz JAWORSKI";CF;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;1;3;0;0;0;2;6;33;0;0;2;1;3;1;1;0;0;0;2;2;4;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0
