Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";10;"Maciej SKROK";CAM;6.7;74;0;0;0;0;2;0;0;0;1;0;0;1;1;0;1;1;1;3;0%;1;2;1;1;2;6;0;5;0;1;1;6;9;67;1;5;7;1;1;0;1;0;1;1;2;5;6;3;5;1;2;2;2;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Filip GARCZYNSKI";RW;7.1;67;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0%;1;2;5;7;1;2;1;4;1;1;1;6;11;55;0;2;3;4;6;0;2;0;1;2;4;4;6;1;5;2;3;3;3;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";2;"Daniel LESNIEWSKI";RB;6.9;80;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;2;0%;1;3;0;0;2;5;1;8;1;0;0;31;36;86;1;8;10;12;12;11;14;3;3;9;11;19;22;5;9;14;15;12;12;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Pawel KAZALA";CM;7.1;91;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0%;5;7;0;0;7;10;2;6;0;0;0;21;24;88;0;3;5;13;14;5;5;4;5;9;11;8;8;2;5;10;10;9;9;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Victor CIEMPIEL";CM;8.6;91;1;0;0;0;2;1;0;0;0;0;0;2;0;0;2;0;1;1;50%;2;2;0;0;4;5;1;6;0;1;1;24;26;92;0;1;3;19;19;4;4;1;1;8;10;15;15;11;12;3;4;10;10;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.4;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;1;0;0;0;11;12;92;0;0;0;0;0;11;12;1;2;3;3;7;7;2;3;9;9;0;0;0;0;0;0;0;3;3;0;0
"POLONIA WARSZAWA";19;"Jan TYSZKO";LW;8.1;83;0;0;0;0;1;2;3;0;2;0;0;0;0;1;0;1;1;2;0%;3;5;1;2;5;10;1;4;0;0;1;21;28;75;3;9;14;12;14;0;0;2;5;5;7;14;16;5;8;10;14;6;6;1;6;0;0;0;0;0;0;0
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;9.7;80;2;0;0;0;2;0;0;0;1;0;0;2;0;0;2;0;0;0;100%;0;2;4;10;0;2;0;2;0;0;0;6;12;50;0;4;8;2;4;0;0;0;2;1;2;5;8;2;5;3;4;1;3;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Norbert BIALOOKI";CB;6.6;67;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0%;1;2;2;2;2;3;1;6;0;0;1;29;40;73;0;0;1;17;25;12;14;8;14;7;8;14;18;12;22;10;11;7;7;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;8.6;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0%;2;3;1;2;2;4;1;8;0;0;0;18;23;78;1;7;10;9;11;2;2;1;1;5;8;12;14;4;6;6;9;8;8;0;3;0;0;0;0;0;0;0
